  9.517721646675920E-014   1630.40000000000       1.938134259868502E-018
  9.440295688845543E-014   1622.42449866680       1.938134259868502E-018
  9.363524556869429E-014   1614.48798753926       1.938134259868502E-018
  9.287402477042376E-014   1606.59027600414       1.938134259868502E-018
  9.211923728573686E-014   1598.73117438006       1.938134259868502E-018
  9.137082643087347E-014   1590.91049391296       1.938134259868502E-018
  9.062873604127057E-014   1583.12804677152       1.938134259868502E-018
  8.989291046666021E-014   1575.38364604271       1.938134259868502E-018
  8.916329456621416E-014   1567.67710572724       1.938134259868502E-018
  8.843983370373630E-014   1560.00824073515       1.938134259868502E-018
  8.772247374290018E-014   1552.37686688133       1.938134259868502E-018
  8.701116104253256E-014   1544.78280088110       1.938134259868502E-018
  8.630584245194326E-014   1537.22586034581       1.938134259868502E-018
  8.560646530629870E-014   1529.70586377847       1.938134259868502E-018
  8.491297742204060E-014   1522.22263056939       1.938134259868502E-018
  8.422532709234875E-014   1514.77598099180       1.938134259868502E-018
  8.354346308264682E-014   1507.36573619762       1.938134259868502E-018
  8.286733462615237E-014   1499.99171821306       1.938134259868502E-018
  8.219689141946880E-014   1492.65374993445       1.938134259868502E-018
  8.153208361821974E-014   1485.35165512389       1.938134259868502E-018
  8.087286183272610E-014   1478.08525840509       1.938134259868502E-018
  8.021917712372378E-014   1470.85438525912       1.938134259868502E-018
  7.957098099812321E-014   1463.65886202024       1.938134259868502E-018
  7.892822540480921E-014   1456.49851587170       1.938134259868502E-018
  7.829086273048119E-014   1449.37317484162       1.938134259868502E-018
  7.765884579553399E-014   1442.28266779884       1.938134259868502E-018
  7.703212784997742E-014   1435.22682444882       1.938134259868502E-018
  7.641066256939528E-014   1428.20547532955       1.938134259868502E-018
  7.579440405094365E-014   1421.21845180748       1.938134259868502E-018
  7.518330680938700E-014   1414.26558607345       1.938134259868502E-018
  7.457732577317266E-014   1407.34671113869       1.938134259868502E-018
  7.397641628054305E-014   1400.46166083080       1.938134259868502E-018
  7.338053407568473E-014   1393.61026978974       1.938134259868502E-018
  7.278963530491542E-014   1386.79237346388       1.938134259868502E-018
  7.220367651290670E-014   1380.00780810604       1.938134259868502E-018
  7.162261463894306E-014   1373.25641076958       1.938134259868502E-018
  7.104640701321762E-014   1366.53801930442       1.938134259868502E-018
  7.047501135316246E-014   1359.85247235323       1.938134259868502E-018
  6.990838575981477E-014   1353.19960934750       1.938134259868502E-018
  6.934648871421763E-014   1346.57927050371       1.938134259868502E-018
  6.878927907385511E-014   1339.99129681945       1.938134259868502E-018
  6.823671606912232E-014   1333.43553006967       1.938134259868502E-018
  6.768875929982850E-014   1326.91181280281       1.938134259868502E-018
  6.714536873173382E-014   1320.41998833709       1.938134259868502E-018
  6.660650469311994E-014   1313.95990075666       1.938134259868502E-018
  6.607212787139283E-014   1307.53139490795       1.938134259868502E-018
  6.554219930971837E-014   1301.13431639586       1.938134259868502E-018
  6.501668040369039E-014   1294.76851158010       1.938134259868502E-018
  6.449553289803017E-014   1288.43382757150       1.938134259868502E-018
  6.397871888331830E-014   1282.13011222832       1.938134259868502E-018
  6.346620079275724E-014   1275.85721415259       1.938134259868502E-018
  6.295794139896499E-014   1269.61498268649       1.938134259868502E-018
  6.245390381079993E-014   1263.40326790875       1.938134259868502E-018
  6.195405147021556E-014   1257.22192063101       1.938134259868502E-018
  6.145834814914562E-014   1251.07079239425       1.938134259868502E-018
  6.096675794641907E-014   1244.94973546523       1.938134259868502E-018
  6.047924528470429E-014   1238.85860283294       1.938134259868502E-018
  5.999577490748322E-014   1232.79724820509       1.938134259868502E-018
  5.951631187605382E-014   1226.76552600455       1.938134259868502E-018
  5.904082156656132E-014   1220.76329136589       1.938134259868502E-018
  5.856926966705839E-014   1214.79040013189       1.938134259868502E-018
  5.810162217459292E-014   1208.84670885008       1.938134259868502E-018
  5.763784539232383E-014   1202.93207476929       1.938134259868502E-018
  5.717790592666459E-014   1197.04635583622       1.938134259868502E-018
  5.672177068445378E-014   1191.18941069204       1.938134259868502E-018
  5.626940687015328E-014   1185.36109866899       1.938134259868502E-018
  5.582078198307271E-014   1179.56127978699       1.938134259868502E-018
  5.537586381462044E-014   1173.78981475030       1.938134259868502E-018
  5.493462044558149E-014   1168.04656494413       1.938134259868502E-018
  5.449702024342074E-014   1162.33139243139       1.938134259868502E-018
  5.406303185961231E-014   1156.64415994929       1.938134259868502E-018
  5.363262422699448E-014   1150.98473090611       1.938134259868502E-018
  5.320576655714951E-014   1145.35296937787       1.938134259868502E-018
  5.278242833780920E-014   1139.74874010510       1.938134259868502E-018
  5.236257933028466E-014   1134.17190848958       1.938134259868502E-018
  5.194618956692065E-014   1128.62234059111       1.938134259868502E-018
  5.153322934857473E-014   1123.09990312427       1.938134259868502E-018
  5.112366924212000E-014   1117.60446345526       1.938134259868502E-018
  5.071748007797189E-014   1112.13588959869       1.938134259868502E-018
  5.031463294763862E-014   1106.69405021440       1.938134259868502E-018
  4.991509920129470E-014   1101.27881460433       1.938134259868502E-018
  4.951885044537832E-014   1095.89005270937       1.938134259868502E-018
  4.912585854021097E-014   1090.52763510623       1.938134259868502E-018
  4.873609559763990E-014   1085.19143300435       1.938134259868502E-018
  4.834953397870358E-014   1079.88131824277       1.938134259868502E-018
  4.796614629131886E-014   1074.59716328710       1.938134259868502E-018
  4.758590538799038E-014   1069.33884122642       1.938134259868502E-018
  4.720878436354210E-014   1064.10622577026       1.938134259868502E-018
  4.683475655286979E-014   1058.89919124554       1.938134259868502E-018
  4.646379552871591E-014   1053.71761259356       1.938134259868502E-018
